1012808484000189019466846     EMPRESA DEMONSTRACAO               BOA VIAGEM                    PE813755148920111201201112312311
11                                                                                                                000000000000
74201112310000000000074800000009990000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000043600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000043700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000043800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000075200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000060900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000075300000009980000000005586604112808484000189019466846     PE                                             10000000000559800000
74201112310000000000074700000010000000000002798250112808484000189019466846     PE                                             10000000000279800000
74201112310000000000043900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000044000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000044100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000044200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000044300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000075400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000039000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000029900000009990000000001025973112808484000189019466846     PE                                             10000000000102700000
74201112310000000000029500000010000000000000279500112808484000189019466846     PE                                             10000000000028000000
74201112310000000000005100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000091800000010000000000001119300112808484000189019466846     PE                                             10000000000111900000
74201112310000000000091900000010000000000001866150112808484000189019466846     PE                                             10000000000186600000
74201112310000000000092000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000004700000009990000000002237011112808484000189019466846     PE                                             10000000000223900000
74201112310000000000004500000009980000000005028722112808484000189019466846     PE                                             10000000000503900000
74201112310000000000004900000010000000000001679600112808484000189019466846     PE                                             10000000000168000000
74201112310000000000103100000010000000000018658900112808484000189019466846     PE                                             10000000001865900000
74201112310000000000039600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000080700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000039500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000072100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000039300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000088000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000088100000010000000000001400100112808484000189019466846     PE                                             10000000000140000000
74201112310000000000096500000010000000000000093600112808484000189019466846     PE                                             10000000000009400000
74201112310000000000099100000010000000000000093600112808484000189019466846     PE                                             10000000000009400000
74201112310000000000003100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000010900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000087600000010000000000000654550112808484000189019466846     PE                                             10000000000065500000
74201112310000000000087700000010000000000000373100112808484000189019466846     PE                                             10000000000037300000
74201112310000000000087800000010000000000000093600112808484000189019466846     PE                                             10000000000009400000
74201112310000000000087900000010000000000001027000112808484000189019466846     PE                                             10000000000102700000
74201112310000000000101800000010000000000002332850112808484000189019466846     PE                                             10000000000233300000
74201112310000000000082400000010000000000007743450112808484000189019466846     PE                                             10000000000774300000
74201112310000000000089300000010000000000005131100112808484000189019466846     PE                                             10000000000513100000
74201112310000000000096100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000054600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000003000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000002900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000002300000009980000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000099800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000045800000009990000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000073800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000076400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000045900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000045600000009990000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000045700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000073700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000075500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000075600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000011000000010000000000028547350112808484000189019466846     PE                                             10000000002854700000
74201112310000000000103700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000103800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000015500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000015300000010000000000040114750112808484000189019466846     PE                                             10000000004011500000
74201112310000000000015400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000048000000009800000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000064700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000072200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000005300000010000000001446658850112808484000189019466846     PE                                             10000000144665900000
74201112310000000000081000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000005800000009990000000034216449112808484000189019466846     PE                                             10000000003425100000
74201112310000000000005900000009960000000010777268112808484000189019466846     PE                                             10000000001082100000
74201112310000000000006000000010000000000005690750112808484000189019466846     PE                                             10000000000569100000
74201112310000000000006100000010000000000012129000112808484000189019466846     PE                                             10000000001212900000
74201112310000000000006200000010000000000015207400112808484000189019466846     PE                                             10000000001520700000
74201112310000000000006300000010000000000005224050112808484000189019466846     PE                                             10000000000522400000
74201112310000000000006400000010000000000002612350112808484000189019466846     PE                                             10000000000261200000
74201112310000000000005400000009980000000004655720112808484000189019466846     PE                                             10000000000466500000
74201112310000000000036400000010000000000017538950112808484000189019466846     PE                                             10000000001753900000
74201112310000000000005500000010000000000020244250112808484000189019466846     PE                                             10000000002024400000
74201112310000000000005600000009990000000010437652112808484000189019466846     PE                                             10000000001044800000
74201112310000000000005700000009990000000012394793112808484000189019466846     PE                                             10000000001240700000
74201112310000000000002700000009990000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000049300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000090500000010000000000008582600112808484000189019466846     PE                                             10000000000858300000
74201112310000000000000100000009780000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000000200000004360000000007362165112808484000189019466846     PE                                             10000000001688600000
74201112310000000000014800000000900000000000083250112808484000189019466846     PE                                             10000000000092500000
74201112310000000000065600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000058100000010000000000024908650112808484000189019466846     PE                                             10000000002490900000
74201112310000000000058000000010000000000016885700112808484000189019466846     PE                                             10000000001688600000
74201112310000000000032900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000033000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000033400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000033200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000033300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000033100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000032800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000073200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000073600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000073300000010000000000001679600112808484000189019466846     PE                                             10000000000168000000
74201112310000000000007600000010000000000003357900112808484000189019466846     PE                                             10000000000335800000
74201112310000000000007500000010000000000004011150112808484000189019466846     PE                                             10000000000401100000
74201112310000000000060400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000000700000010000000000000839150112808484000189019466846     PE                                             10000000000083900000
74201112310000000000009400000010000000000001959750112808484000189019466846     PE                                             10000000000196000000
74201112310000000000016700000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000020900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000010200000010000000000000839150112808484000189019466846     PE                                             10000000000083900000
74201112310000000000077400000010000000000001119300112808484000189019466846     PE                                             10000000000111900000
74201112310000000000077500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000077600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000077300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000046800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000046900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000047000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000062000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000062300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000062100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000062400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000062200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000062500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000061800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000061900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000064800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000062600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000062700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000062800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000088200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000088300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000049600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000049700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000049800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000099300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000013600000009990000000011463625112808484000189019466846     PE                                             10000000001147500000
74201112310000000000055800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000054800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000054700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000056200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000057800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000055000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000055200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000055500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000054900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000058400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000055400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000055100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000055300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000055600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000055900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000056000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000056100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000057200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000057700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000057600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000057500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000056300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000056400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000056600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000056900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000057100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000058300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000056800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000056500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000056700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000057000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000058200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000057300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000057400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000052500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000053100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000053000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000052900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000051600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000051700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000051900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000052200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000052400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000058500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000052100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000051800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000052000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000052300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000052600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000052700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000052800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000054300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000051500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000051400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000051300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000053400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000053500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000053700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000054000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000054200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000058600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000053900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000053600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000053800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000054100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000051000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000051100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000051200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000054400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000013100000010000000000004850950112808484000189019466846     PE                                             10000000000485100000
74201112310000000000035500000010000000000001119300112808484000189019466846     PE                                             10000000000111900000
74201112310000000000007700000010000000000027334450112808484000189019466846     PE                                             10000000002733400000
74201112310000000000010700000010000000000001679600112808484000189019466846     PE                                             10000000000168000000
74201112310000000000008100000010000000000001212900112808484000189019466846     PE                                             10000000000121300000
74201112310000000000100600000010000000000000654550112808484000189019466846     PE                                             10000000000065500000
74201112310000000000098000000010000000000002146300112808484000189019466846     PE                                             10000000000214600000
74201112310000000000064300000009990000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000064200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000064600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000064400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000064500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000062900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000063000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000063100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000063600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000063700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000063400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000063500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000063200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000063300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000050000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000050100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000050200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000048100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000048200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000048300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000048400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000048500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000099400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000099600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000072700000010000000000004384900112808484000189019466846     PE                                             10000000000438500000
74201112310000000000001700000010000000000074632350112808484000189019466846     PE                                             10000000007463200000
74201112310000000000093100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000002100000009970000000023252682112808484000189019466846     PE                                             10000000002332300000
74201112310000000000093200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000073400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000080400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000103200000010000000000018658900112808484000189019466846     PE                                             10000000001865900000
74201112310000000000050400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000012500000005460000000000597870112808484000189019466846     PE                                             10000000000109500000
74201112310000000000013000000010000000000001772550112808484000189019466846     PE                                             10000000000177300000
74201112310000000000011500000010000000000019965400112808484000189019466846     PE                                             10000000001996500000
74201112310000000000011200000010000000000051589200112808484000189019466846     PE                                             10000000005158900000
74201112310000000000011300000010000000000017259450112808484000189019466846     PE                                             10000000001725900000
74201112310000000000058700000010000000000000093600112808484000189019466846     PE                                             10000000000009400000
74201112310000000000011400000010000000000012875200112808484000189019466846     PE                                             10000000001287500000
74201112310000000000038300000010000000000015765750112808484000189019466846     PE                                             10000000001576600000
74201112310000000000093500000010000000000005317000112808484000189019466846     PE                                             10000000000531700000
74201112310000000000038200000010000000000013154050112808484000189019466846     PE                                             10000000001315400000
74201112310000000000093400000010000000000006157450112808484000189019466846     PE                                             10000000000615700000
74201112310000000000011700000010000000000025935650112808484000189019466846     PE                                             10000000002593600000
74201112310000000000012900000009980000000026720602112808484000189019466846     PE                                             10000000002677400000
74201112310000000000038400000010000000000020057700112808484000189019466846     PE                                             10000000002005800000
74201112310000000000011600000010000000000043473300112808484000189019466846     PE                                             10000000004347300000
74201112310000000000015200000010000000000028174250112808484000189019466846     PE                                             10000000002817400000
74201112310000000000093000000010000000000022204650112808484000189019466846     PE                                             10000000002220500000
74201112310000000000035800000010000000000004105400112808484000189019466846     PE                                             10000000000410500000
74201112310000000000036000000010000000000000093600112808484000189019466846     PE                                             10000000000009400000
74201112310000000000035600000010000000000002984150112808484000189019466846     PE                                             10000000000298400000
74201112310000000000035700000010000000000006063850112808484000189019466846     PE                                             10000000000606400000
74201112310000000000101500000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000035900000010000000000000093600112808484000189019466846     PE                                             10000000000009400000
74201112310000000000091500000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000091400000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000037700000010000000000006344000112808484000189019466846     PE                                             10000000000634400000
74201112310000000000036200000010000000000004571450112808484000189019466846     PE                                             10000000000457100000
74201112310000000000083100000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000036100000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000098800000010000000000002239250112808484000189019466846     PE                                             10000000000223900000
74201112310000000000068700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000066500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000068400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000066800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000069500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000068000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000068200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000066600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000068300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000066700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000068500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000066900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000069600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000068100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000069100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000067500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000071700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000067800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000068600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000067000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000069000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000067300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000069200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000067600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000069300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000067700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000069400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000067900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000068800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000067100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000068900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000067200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000081300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
